issue_id,award_id,userid,issue_reason,issue_time
8865,298,86558,Attained Level 50,1714355010
8866,297,86558,Fully Upgraded all ship modules,1714355079
8867,102,86621,"",1714423935
8868,99,86621,"",1714423965
8869,100,84112,"",1714424031
8870,99,87174,"",1714424213
8871,101,87174,"",1714424236
8872,98,87174,"",1714424259
8873,100,87174,"",1714424969
8874,19,27590,"10 years as a member and the longest CO! 

Keep on rockin' sky bison.",1714427310
8875,180,82830,Reached lvl 100,1714475489
8876,284,82830,Has dropped a nuke in warthunder.,1714475544
8877,301,57993,You earned it!,1714529698
8878,301,59400,You earned it!,1714529739
8879,301,22599,You earned it!,1714529836
8880,194,75136,1549 points in II/2024 Season,1714570472
8881,194,83502,1416 points in II/2024 Season,1714570558
8882,194,76448,1400 points in II/2024 Season,1714570589
8883,194,73016,1390 points in II/2024 Season,1714570643
8884,194,35283,1338 points in II/2024 Season,1714570687
8885,194,80357,1316 points in II/2024 Season,1714570723
8886,194,46327,1314 points in II/2024 Season,1714570757
8887,194,75944,1277 points in II/2024 Season,1714570785
8888,194,82830,1243 points in II/2024 Season,1714570814
8889,194,66775,1208 points in II/2024 Season,1714570847
8890,194,79404,1201 points in II/2024 Season,1714570882
8896,297,87268,Fully Upgraded all ship modules,1714668962
8897,296,87268,Unlocked all Stratagems,1714668986
8898,298,87268,Attained Level 50,1714669026
8899,296,65404,Unlocked all Stratagems,1714669081
8900,301,65404,Completed a Helldive difficulty mission with a full AOD squad,1714669121
8901,301,24693,Completed a Helldive difficulty mission with a full AOD squad,1714669155
8902,301,29133,Completed a Helldive difficulty mission with a full AOD squad,1714669189
8904,104,63083,You have been selected to be a member of the Pathfinder team!,1714671471
8905,18,64885,5 years with AOD!,1714680951
8910,301,38999,Completed a Helldive difficulty mission with a full AOD squad,1714755018
8911,301,26633,Completed a Helldive difficulty mission with a full AOD squad,1714755061
8912,301,87268,Completed a Helldive difficulty mission with a full AOD squad,1714755097
8913,301,56643,Completed a Helldive difficulty mission with a full AOD squad,1714789960
8914,301,85715,Completed a Helldive difficulty mission with a full AOD squad,1714789974
8915,296,80977,Unlocked all Stratagems,1714790286
8916,18,62580,5 years!,1714792850
8917,18,60586,5 years!,1714792977
8918,18,47473,5 years!,1714793049
8919,19,29133,10 years!,1714793260
8920,19,27594,10 years!,1714793292
8921,19,27750,Congrats on 10 years!!,1714798019
8923,302,86079,Event Winner! 14:59 Stealth of Democracy!,1714853857
8924,301,87264,Helldive successful!,1714945008
8925,301,62580,Helldive successful!,1714945040
8926,139,8997,Congrats on the milestone sir!,1715001240
8927,18,69812,5 Years with AOD!,1715001741
8928,19,29260,10 years with AOD!,1715001779
8929,296,87264,Unlocked all Stratagems,1715011367
8930,297,87264,Fully Upgraded all ship modules,1715011399
8931,298,87264,Attained Level 50,1715011416
8932,297,86079,Fully Upgraded all ship modules,1715028073
8934,18,44725,5 years with AOD!,1715102223
8936,98,86621,"",1715463989
8937,101,86621,"",1715464003
8938,99,81700,"",1715464111
8939,101,81700,"",1715464130
8940,100,81700,"",1715464147
8941,102,81700,"",1715464169
8942,98,81700,"",1715464187
8943,296,87173,Unlocked all Stratagems,1715533127
8944,299,87173,Completed 5 warbonds,1715533167
8945,297,87173,Upgraded all ship modules,1715533216
8946,298,87173,Level 50+,1715533268
8947,300,87173,Killed so many things,1715533308
8948,299,87264,Fully completed 5 warbonds,1715628635
8949,180,55752,Reached lvl 100,1715631636
8950,284,75018,Has dropped a nuke in warthunder.,1715645833
8951,282,75018,Rank 7 unlocked.,1715645904
8952,180,75018,Reached lvl 100,1715645979
8953,299,66001,Fully completed 5 Warbonds,1715976747
8955,298,65404,Level 50!,1716089720
8956,301,32509,Completed a Helldive difficulty mission with a full AOD squad,1716134886
8957,298,32509,Level 50+,1716134932
8958,299,36028,Spent a lot of medals on warbonds.,1716243378
8959,300,66001,Killed a lot of stuff.,1716413233
8961,300,72498,Killed many things for Super Earth!,1716665623
8962,299,72498,Completed 5 Warbonds,1716670086
8964,301,80977,Completed a Helldive difficulty mission with a full AOD squad,1716684635
8965,257,87086,Guardian Angel group member,1716775297
8966,104,87263,You have been selected to be a member of the Pathfinder team!,1716902702
8967,299,86558,Fully completed 5 Warbonds,1717212342
8968,301,86558,Completed a Helldive difficulty mission with a full AOD squad,1717212395
8970,19,30010,10 years!,1717269492
8971,101,86621,Congrats!,1717351795
8972,99,81700,Congrats!,1717352065
8973,98,85612,Congrats!,1717352224
8974,102,80224,Congrats!,1717352327
8975,302,87264,Event winner May 25th,1717460880
8977,302,80977,Event winner may 25th,1717461000
8979,302,45121,Event Winner June 8,1717900559
8980,299,59896,Completed fully 5 warbonds,1718114972
8981,299,86079,Fully completed 5 fully warbonds,1718234881
8984,301,46353,Completed 6/22/2024,1719019980
8985,301,87169,Completed 6/22/2024,1719019980
8986,99,87316,"",1719397535
8987,100,87316,"",1719397556
8988,102,87316,"",1719397606
8989,101,87316,"",1719397625
8990,98,87316,"",1719397640
8993,18,70593,5 years with AOD!,1719774029
8994,19,30720,10 years with AOD!,1719849552
8995,184,59028,Well deserved,1720215746
8997,41,87114,Member of the Reaper Operation Group,1720404022
8999,283,82231,Congrats!,1720884626
9000,18,70832,"",1721089235
9001,18,70810,"",1721089259
9002,18,70753,"",1721089296
9004,18,53782,"",1721089369
9005,98,87267,"",1721168755
9006,99,87267,"",1721168771
9007,100,87267,"",1721168784
9008,101,87267,"",1721168803
9009,102,87267,"",1721168834
9010,147,82657,You successfully earned the title of Dredgen.,1721197943
9011,147,87263,You successfully earned the title of Dredgen,1721198082
9012,213,87263,You successfully earned the title of Conqueror.,1721198118
9014,213,84679,You successfully earned the title of Conqueror.,1722294013
9015,147,84679,You successfully earned the title of Dredgen.,1722294099
9016,288,84679,"Has completed all of the annual seasonal events and achieved the Title of ""Reveler"" in game, Congratulations!",1722294143
9017,289,84679,"For mastering all of Destiny 2's weapon archetypes and achieving the title ""Deadeye"" in game, Congratulations!",1722294266
9018,147,3716,You successfully earned the title of Dredgen.,1722374905
9019,102,32515,Congrats,1722701766
9024,18,7229,5 Years in AOD! (Legacy issue),1723231511
9025,139,7229,15 YEARS IN AOD!,1723231542
9026,18,71484,Congratulations on 5 years of service to AOD,1723566252
9027,180,87861,congrats on 100 levels of pain,1724080718
9028,282,87861,Congrats,1724080949
9029,209,55018,For your continued assistance in finding discrepancies,1724117188
9030,299,65404,Fully completed 5 Warbonds,1724621893
9031,18,71753,Commemorating 5 Years of AOD membership. Awesome.,1725970952
9032,19,31832,Congratulations sir! An old fashioned shall be had in honor!,1725973058
9033,19,31782,10 Years with AOD! Congratulations!,1726070582
9034,18,55295,5 years with AOD!,1726914530
9035,303,80293,Completed the Summer 2024 Directive.,1727151823
9037,303,78215,Completed the Summer 2024 Directive.,1727151920
9038,140,3443,20 years with AOD!,1727811447
9039,104,85173,You have been selected to be a member of the Pathfinder team!,1729160870
9040,18,72495,"",1729247832
9041,18,72150,"",1729247878
9042,19,32405,"",1729247960
9043,19,32509,For being Old and Awesome in AOD for 10 freakin years!!!!!,1729792025
9044,282,70832,Rank 7 unlocked.,1729968887
9045,18,72633,Congrats on your 5 year milestone with AOD!,1731269313
9046,19,32515,"",1732324855
9047,18,72956,5 years!,1732482814
9048,19,32795,10 years!,1732482907
9049,194,87861,"",1732852289
9050,302,66001,Event Winner June 8,1733160909
9051,19,33280,"",1733322329
9052,19,33044,Congratulations on 10 years in AOD!,1733347696
